cam1:
(77.01149425287356, 55.00000000000001)
(73.5632183908046, 53.47826086956522)
(63.984674329501914, 52.391304347826086)
(57.8544061302682, 49.56521739130435)
(45.593869731800766, 48.04347826086956)
(45.97701149425287, 53.69565217391305)
(34.099616858237546, 53.69565217391305)
(26.436781609195403, 56.086956521739125)
(29.118773946360154, 56.95652173913044)
(26.436781609195403, 58.69565217391305)
(27.586206896551722, 58.26086956521739)
(20.689655172413794, 57.826086956521735)
(28.735632183908045, 57.608695652173914)
(34.86590038314176, 55.21739130434783)
(54.406130268199234, 52.391304347826086)
(56.32183908045977, 50.21739130434783)
(67.04980842911877, 46.73913043478261)
(71.64750957854406, 40.21739130434783)
(71.64750957854406, 41.73913043478261)
(70.88122605363985, 39.78260869565217)
(62.83524904214559, 40.21739130434783)
(54.02298850574713, 42.173913043478265)
(45.21072796934866, 40.21739130434783)
(36.39846743295019, 36.52173913043478)
(28.735632183908045, 36.30434782608696)
(29.50191570881226, 40.0)
(28.35249042145594, 43.69565217391304)
(27.969348659003828, 46.95652173913044)
(35.24904214559387, 46.73913043478261)
(39.84674329501915, 42.608695652173914)
(52.490421455938694, 42.173913043478265)
(55.172413793103445, 38.69565217391304)
(60.15325670498084, 34.56521739130435)
(65.90038314176245, 31.30434782608696)
(65.13409961685824, 30.217391304347824)
(65.13409961685824, 28.26086956521739)
(54.406130268199234, 28.043478260869563)
(45.97701149425287, 33.47826086956522)
(43.67816091954023, 27.391304347826086)
(31.03448275862069, 28.47826086956522)
(30.65134099616858, 31.956521739130434)
(21.455938697318008, 32.17391304347826)
(22.60536398467433, 33.69565217391305)
(29.88505747126437, 36.95652173913043)
(40.229885057471265, 31.73913043478261)
(46.36015325670498, 26.521739130434785)
(47.89272030651341, 31.956521739130434)
(50.57471264367817, 27.82608695652174)
(50.57471264367817, 20.869565217391305)
(37.547892720306514, 25.869565217391305)
(48.65900383141762, 26.956521739130434)
(38.69731800766284, 23.695652173913043)
(36.7816091954023, 18.043478260869566)
(45.21072796934866, 14.130434782608695)
(44.827586206896555, 9.347826086956522)
(36.7816091954023, 6.956521739130435)
(35.24904214559387, 4.130434782608695)
(41.7624521072797, 0.0)

cam2
(82.6086956521739, 88.95348837209302)
(93.31103678929766, 93.7984496124031)
(92.97658862876254, 96.12403100775194)
(100.0, 100.0)
(88.2943143812709, 97.48062015503875)
(86.2876254180602, 98.83720930232558)
(81.60535117056857, 99.2248062015504)
(84.61538461538461, 95.93023255813954)
(76.92307692307693, 98.64341085271317)
(66.88963210702342, 99.4186046511628)
(59.86622073578596, 97.28682170542635)
(59.53177257525084, 92.24806201550388)
(46.15384615384615, 91.66666666666666)
(36.78929765886287, 88.17829457364341)
(26.755852842809364, 91.47286821705426)
(16.387959866220736, 91.27906976744185)
(17.391304347826086, 88.75968992248062)
(9.698996655518394, 90.31007751937985)
(2.341137123745819, 92.82945736434108)
(1.0033444816053512, 91.86046511627907)
(3.0100334448160537, 91.86046511627907)
(6.354515050167224, 89.53488372093024)
(1.3377926421404682, 88.56589147286822)
(8.02675585284281, 84.10852713178295)
(18.394648829431436, 82.17054263565892)
(22.74247491638796, 83.33333333333334)
(33.11036789297659, 79.26356589147287)
(43.47826086956522, 78.68217054263566)
(42.14046822742475, 76.35658914728683)
(44.81605351170568, 81.3953488372093)
(54.18060200668896, 83.52713178294574)
(67.22408026755853, 81.97674418604652)
(53.51170568561873, 88.17829457364341)
(66.5551839464883, 87.20930232558139)
(72.90969899665552, 88.17829457364341)
(75.25083612040135, 88.37209302325581)
(76.58862876254182, 86.82170542635659)
(81.60535117056857, 86.24031007751938)
(81.27090301003345, 84.49612403100775)
(80.2675585284281, 80.42635658914729)
(80.60200668896321, 75.3875968992248)
(69.56521739130434, 73.44961240310077)
(62.54180602006689, 75.0)
(50.16722408026756, 75.0)
(39.46488294314381, 76.55038759689923)
(30.76923076923077, 76.16279069767442)
(20.401337792642142, 72.09302325581395)
(11.705685618729097, 76.35658914728683)
(7.357859531772576, 78.68217054263566)
(10.033444816053512, 75.1937984496124)
(1.0033444816053512, 78.29457364341084)
(4.013377926421405, 74.6124031007752)
(0.0, 71.89922480620154)
(8.695652173913043, 69.96124031007753)
(16.387959866220736, 71.70542635658916)
(17.725752508361204, 70.73643410852713)
(26.08695652173913, 70.73643410852713)
(28.762541806020064, 67.24806201550388)
(32.10702341137124, 68.9922480620155)
(44.481605351170565, 69.76744186046511)
(59.86622073578596, 61.434108527131784)
(58.52842809364549, 68.9922480620155)
(61.53846153846154, 68.21705426356588)
(69.56521739130434, 69.57364341085271)
(73.91304347826086, 67.05426356589147)
(76.2541806020067, 66.27906976744185)
(79.59866220735786, 63.17829457364341)
(78.26086956521739, 60.85271317829457)
(69.56521739130434, 62.2093023255814)
(60.86956521739131, 61.82170542635659)
(50.836120401337794, 61.82170542635659)
(46.48829431438127, 64.14728682170544)
(33.77926421404682, 63.372093023255815)
(24.414715719063544, 61.240310077519375)
(16.387959866220736, 65.50387596899225)
(14.715719063545151, 67.44186046511628)
(7.023411371237458, 64.92248062015504)
(3.0100334448160537, 61.627906976744185)
(5.68561872909699, 63.372093023255815)
(14.046822742474916, 65.11627906976744)
(25.75250836120401, 62.4031007751938)
(29.76588628762542, 62.98449612403101)
(42.14046822742475, 59.68992248062015)
(43.1438127090301, 60.85271317829457)
(49.163879598662206, 58.52713178294574)
(56.52173913043478, 55.62015503875969)
(54.84949832775919, 58.720930232558146)
(54.84949832775919, 57.94573643410853)
(56.85618729096989, 52.32558139534884)
(49.83277591973244, 54.06976744186046)
(41.47157190635451, 52.90697674418605)
(35.11705685618729, 51.162790697674424)
(25.08361204013378, 52.51937984496124)
(18.06020066889632, 52.71317829457365)
(14.046822742474916, 52.71317829457365)
(9.698996655518394, 51.93798449612403)
(6.354515050167224, 51.93798449612403)
(9.698996655518394, 55.23255813953488)
(11.37123745819398, 56.007751937984494)
(20.401337792642142, 57.17054263565892)
(36.45484949832776, 53.48837209302325)
(50.50167224080268, 55.81395348837209)
(53.84615384615385, 54.84496124031008)
(58.52842809364549, 53.29457364341085)
(65.88628762541806, 50.3875968992248)
(63.54515050167224, 48.44961240310077)
(58.19397993311036, 46.51162790697674)
(55.852842809364546, 44.76744186046512)
(51.50501672240802, 41.66666666666667)
(48.49498327759198, 39.72868217054263)
(36.45484949832776, 39.14728682170542)
(28.093645484949832, 38.565891472868216)
(28.428093645484946, 38.95348837209303)
(22.74247491638796, 40.116279069767444)
(23.745819397993312, 42.054263565891475)
(19.732441471571907, 40.50387596899225)
(26.421404682274247, 40.89147286821706)
(35.11705685618729, 40.69767441860465)
(40.13377926421405, 44.18604651162791)
(52.508361204013376, 43.02325581395349)
(56.52173913043478, 43.02325581395349)
(53.51170568561873, 39.34108527131783)
(54.515050167224075, 36.82170542635659)
(55.18394648829431, 32.751937984496124)
(46.15384615384615, 30.23255813953488)
(45.48494983277592, 24.8062015503876)
(36.12040133779264, 27.325581395348834)
(27.09030100334448, 28.875968992248062)
(31.103678929765888, 27.131782945736433)
(25.75250836120401, 35.46511627906977)
(28.093645484949832, 29.069767441860467)
(26.755852842809364, 31.782945736434108)
(31.103678929765888, 33.33333333333333)
(46.82274247491639, 29.651162790697676)
(50.836120401337794, 32.945736434108525)
(54.515050167224075, 31.976744186046513)
(52.17391304347826, 29.26356589147287)
(55.18394648829431, 22.093023255813954)
(48.49498327759198, 28.488372093023255)
(42.14046822742475, 25.0)
(34.11371237458194, 21.899224806201552)
(33.77926421404682, 28.100775193798448)
(42.80936454849498, 24.612403100775193)
(44.81605351170568, 23.25581395348837)
(45.819397993311036, 18.217054263565892)
(45.1505016722408, 12.4031007751938)
(45.1505016722408, 8.333333333333332)
(47.15719063545151, 6.5891472868217065)
(51.17056856187291, 3.6821705426356592)
(45.819397993311036, 0.0)

